feature	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	T31	T32	T33	T34	T35	T36	T37	T38	T39	T40	T41	T42	T43	T44	T45	T46	T47	T48	T49	T50	T51	T52	T53	T54	T55	T56	T57	T58	T59	T60	T61	T62	T63	T64	T65	T66	T67	T68	T69	T70	T71	T72	T73	T74	T75	T76	T77	T78	T79	T80	T81	T82	T83	T84	T85	T86	T87	T88	T89	T90	T91	T92	T93	T94	T95	T96	T97	T98	T99	T100
S11	0.00100826904112054	0.00341489450441894	0.00942239517690294	0.00608253345519219	8.85057031964841e-05	3.07889655431999e-05	0.0702983397422855	0.0166791573695736	0.131929084952976	0.0093913816052539	0.0704753906414181	0	3.5854521775284e-05	6.9360863609537e-05	0	0.00223620557036847	0.000593385884613378	0	0.0176460447595098	0.0236691433368123	0.0215200971244487	0.00773820199924399	0	0	0.0218129494280598	0.00839611342109464	0.00544812625824522	0.0134904105669717	0.0452942797498131	0.013400447206454	0	0.011208744013539	0.0215299760431955	0	0.0289454444140118	0.00027094149902643	0.0452493733006457	0.0200657213106087	0.0277659474215374	0.00545232503214713	0	0	0.00272462958848245	0	0.00259235341065593	0.000255598530907275	0	0.0135335710203705	0.00281209952425765	0.0233496689727608	0.000510444188561026	0	0.0157968178552854	0.00636663816705149	0	0	0.020876830304325	0	0	0.0291322710299485	0.00448491010980965	0.00803850380376922	0	0	0.0326252582021705	0	0	0	0.0238797887131539	0	0	0.0011976687835062	0.000751758701022375	0	0.000383133397085365	0.00672638213724705	0.000491235059047027	0	0.00477328729273464	0.0143964010507716	0.00193233556576634	0	0.000243984537786521	0.0127917047183708	0	0.0035228301673658	0	0.00431175305046097	0.00148800354280565	0	0	0	0.00032417558991265	0	0.00742408613532819	0.00360035269879151	0	0.00094108882795922	0.00399682785511894	0.000234120191439105
S12	0	0	0	0.10186648226325	3.27870551017046e-05	1.39755818521997e-05	0.0729119813500544	3.580950733789e-05	0.0194286574753158	0.000155590251926048	0.0457491503778406	0.00318027505335716	0	0.00214526685115285	0.000201455803709344	0.0140172448711003	0	0.0713106411249395	0.000984639195067605	0.00248084787817586	0.0563166440428317	3.45422660573429e-06	0	0	0.0359753932564481	0.000568954146016874	0.000183611633811397	0.0265652523175813	0.0157131098300082	0.00131923484258272	0	0.0380378299568401	0.0546687797068911	2.78582297175704e-05	0.00783309510989908	0	0.059594871222689	0	0.00621161407825115	0.0639509001376219	0	0	0	0	0	4.11071162301815e-05	0	0.0308482967858585	0	0.00100091091797815	0.00266824719898466	0	0.0090972618936195	0.01653632073552	0	0	0.0337118278865845	0	0.0267742449690514	0	0.0058479311088965	0.00272979621985428	0	0	0	0.00347807348108115	0	0	0.00212800344778368	0.00606410176149775	0	0.00029009284053212	1.07061452926384e-05	0	0.000250789715409028	0.0147082648226738	0.00092855275803933	0.000386539134458272	0	0.000274853321349833	0.000117503693808652	0.00284943148817749	7.34576817404576e-05	0.00556759637931633	0	0.0104685802468492	0	0	0	3.32730867817368e-05	0	0.00657855818629715	0.000149058580406952	0.0004253931299512	0.000930945686184246	0	0	0	0	0.000381647317175621
S13	0.240709368087127	0	0.0189698887322224	0.00434996317038623	4.90975762879031e-05	0.0282896785187063	0.0466898253635075	0.0752559490771729	0.0402118570027145	0.0117419603338352	0.00497671679888618	0.0139491512828031	0.00149320344215767	0	1.3246141154142e-06	0.00170545522972617	0.0161180836518244	0.0346656632224388	0.0127690840085658	0.00550895596189361	0.00564716904537114	0.00145085979860469	0	0	0.00473322908880811	0.000770805190711631	0.00349174019648365	0.00166422623546901	0.0228354276516119	0.00390736904719272	0	0.00440992972138725	0.000490132184423533	0.0143348359274021	0.0169512245887615	0	0	3.96909569034983e-05	0.00142970844766047	0.0048394425704786	0.0222101450320015	0	0.0110778038899528	0.000183949019416028	0.000338583825282705	0.0122620555925094	0	0.000317740636035683	0.000322268620365556	0.00281856990589593	0	0	0.00370137656437126	0.000735180605462821	0	0.0563766287961787	0.00300791699098172	0	0.0148058110654981	0.0082647036877765	0.0033234217976583	0.0266855990021549	0	0	0.00363916048006319	0	0	0.00475218211106876	0.0080882608046857	3.38445035656328e-05	0	0.000552996781117418	1.83654323528906e-05	0	0.00144474547819612	0.000340868783790299	0.000766114965482161	0.000141233711853286	0.00165976327655284	0.00121132654702618	0.00026597306082363	0	0.00101413550127225	0	0	0.00409883732994881	0	0.00251828566712259	0.000344826479081725	0.00232429046618665	0.0795137666293489	0.00134170790194516	0.000465557843241589	0.00109651723020766	0.000802737651861932	0.000652594842707741	0.000744167568777933	0	0.000221718054215807	0.000518409871959297
S14	0	0	0	0.00300033592627708	0.00679980496650797	0.152542207379951	0.0389628721904704	0.0138250609822785	0.0376558548268285	0.00231565104940895	0.0486993369508014	0	0.000760817110593761	0	0	0.000192457586401682	0	0.00958829650167872	0.00848977659122734	0	0.00225736837061817	0.00184987214217193	0	0	0.00470653816840544	0.0110436366215477	0.00158559142702164	0	0.0200661558509434	0.00975488885012544	0.126528123059396	0.181272772414325	0.0111171480822491	8.6837784354701e-06	0.00132482451980002	0	2.41333258577195e-06	0	0.00199173353540127	0.00735344629633716	0.00147679501062063	0	0.00111037831423154	0.101350193344374	0.00220099068797889	0	0	0.00143261230307885	6.34025038590628e-05	0.002660458139326	0	0	0.0265573950172355	0	0	0	0.00148021275204973	0	0.0275532288162149	0.00853022265763077	0.00192843163208052	0	3.95805538634494e-05	0	0.0297089847187122	0	0	0	0.00747389105571996	0	0	0	0	0	0.000325491906122206	0.000335602095548636	0.0055660731661867	0	0.00313578444235629	0.00121905394202274	6.70106215853215e-05	0.00562187329683403	0.0003284233415683	0	0	0.00113575934873614	0	0	0.000693488802222933	0	7.93563096096002e-05	0.0144687844924476	0.00473359583927528	0	0.000485309840412674	0.000539620119500672	5.57947946905101e-06	0	2.8475946585771e-05	8.56964572672855e-05
S15	0.0433587700986593	0	0.0144139859953364	0.00556266443899796	0.0370753731911589	0.0700493099313276	0.0839070551001109	0.00240523298209958	0.0702596708535071	0.0802245620122247	0.00266227215592452	0.000194885866227149	0.0188025005697119	0	0.000355503015299228	2.02520519519441e-05	0.00232419636857885	0	0.0714815161184329	0.0133329223342719	0.0139275282241385	0.000318924430614318	0.0112275706011895	0	0.0304974776820026	0.000642770991296175	0.0322786669932341	0.0451632619659462	0.0251531879527693	0.0334913890234622	0.00249731528655577	0	0	0.0305538628863795	0.00522917836510232	0.0145537374081388	0	0	0.00204943997050747	0	0	0	0.00198432067263832	0	0	0.0283831870647058	0	0	0	0	0	0	0.00224880785150079	0.00422158869641663	0	0	0.00506115279691196	0	0	0.00623527554615838	1.7405083193035e-06	0.0113367450572802	0	0	0.00469390807823122	0	0	0.000204204340255275	0.00115072530756791	0	0.000361992307618869	5.96385132651941e-05	0	1.76818908981198e-05	8.46702297233065e-05	0	6.69607601664476e-06	0.0070851833511753	0	0.00029355004679139	0	0.00337522986586976	9.19633982066224e-06	0	0	0.00222131072028711	0.00248782653651457	0.00307285313705669	0.00468339774502795	0	0	0	1.12828983699912e-05	1.39639471711795e-05	0.0299812425458952	0.00101091197529781	0	0	0.0352645197310003	0.0001227774991375
S16	0.0088832252732704	0.000411118081059373	0.0205253412479938	0.0344048308772554	0.12201296640791	0.142298014883354	0.0835942677336963	0.000380107945349148	0.03410092956421	0.0333945048608832	0.00857625524817198	0.000137110303636468	0.00987476632878239	0	8.58835955686743e-05	0.0106039398634592	0.00446185069117586	0	0.0232981678780283	0.0156479440156741	0.000109794605361507	6.60030537273828e-06	0	0	0.0160299297270756	0.000550440188363486	0.000103286005568955	0.0109126361895759	0.0158915822646967	0.0104721182752047	0	0.00588720889682099	0.000168825019781203	0.00712373713121817	0.035085130054674	0.000154098719137842	5.29641098587332e-05	0	0.000604885796836563	0.000109206760509299	0	0	0.0363547705578931	0	0.000166331575162651	0.00361578903702357	0	0.000136158641830612	0.00326767519592798	0.0101187954345041	0.000184930190763965	0	0.00154483986215328	0.000216911498142138	0	0	0.0377684208048858	0	4.7481072691495e-05	0.0226839910481352	0.00282770514890764	0.0258564918888275	0	0	0.000828824012057852	0.00367347790672962	0.0598192231095583	0	0.00592692812727965	1.79021889764799e-05	0	0.00132676252255663	4.41640107337363e-05	0	0.00117830404120964	0	0.00426028916749746	3.99549125888407e-06	0.00585370135471716	0.000689189831431685	0.000233341218360507	3.62439653417316e-06	4.1604493266671e-05	0	0.0172684661354203	4.01299166603898e-05	0	0	0.00703902008038293	0	0.00142145809869219	0	0	4.42575181704836e-05	0.00186013991166181	0.00490990178045292	0.00175237206357777	0	0	0.00331253120048496
S17	0.0943664602328447	0.005621176475979	6.08474876543411e-05	0.0301940505918074	0.0187876123301822	0.0483167041360888	0.0315980849625452	0.144192713626902	0.0178519499599184	0.0112152067867758	0.00344761559135714	0.00420612633452764	0.00367899279634537	0	0	4.43525800848088e-06	1.86303910296902e-05	0.00030291891538859	0.0048431547606395	0.0556707822811516	0.0596485903140617	0.00302454623591471	0	0.000228688650142318	0.0140488340330159	0.00246210266523459	0.000348463920855162	0.000115054934027431	4.90442379671289e-05	0.00763748912720779	0.0297481356319215	0.0154116942233927	5.10647787704886e-05	0.00022726106475315	0.055309173684994	0.000268303513116152	0.0021004533253595	0.000632245132558233	5.91356893099184e-05	0.000131847150875676	0.0386019888485425	0.003915796941489	0.0443330976944642	0	0	0	0.00368671356986257	4.38962519387906e-05	7.91416625779406e-05	0.0304219297635454	0	0	0.000205547728429641	0.000116417254924546	2.64212083987854e-05	0	0.0144044705792484	0	8.83073695003267e-05	0.0155985033995003	0.00410726816248223	0.016655482133083	4.62393550193109e-06	0	0.000227115454521032	0.000469937616566948	5.04952064613833e-05	3.87312428795699e-05	0.00384703280261474	0	0	1.41972417534988e-05	0.00140189703520471	0	0.000306003142110028	0.000503069200304214	0.00197303272473532	0	0.00321267956800133	0.00334155479105801	0.000791330142326977	0	0.000447508330234208	0	0	0.0164793920834131	0	0	0.000718569010633945	4.26787079758922e-05	1.88586993932404e-05	0.000181140222059394	9.38475512558449e-05	0.000653556634267028	0.00303882191133114	0.000284957374169894	2.07092763068663e-05	3.99343515486171e-05	0	0.00104874166382379
S18	0	0	0.000683517487455545	0	0.0030510890825544	0.0587953075210348	0.0442086429652962	0	0.0189596647872926	0	0.00037955578494269	0.0285990963341765	0.00354641891780831	0	0	0.000613916842513238	0	0.00429540850194882	0.00304621746549224	0	0.0021906106317959	0.0136530265762359	0	0	0.0122232025327127	0.0417342299441987	0.0107663625529972	0.00117797246222497	0.0441130477947746	0.0279615721854617	0	0.00654979899116119	0.000399012355107813	0.0125545433323552	0.000704854545947322	0	0.187537356739985	0	1.95769159869156e-05	0.0199649441600526	0.00829411109050036	0	0.000274229863983973	0.254746586816573	0	0	0	0.0284080848158589	0	0.00330334606919565	0	0	0.00685387360801854	6.59841439554498e-05	0	0	0.00114345971901008	0.000160947894148499	0.0332609428791275	0.00642143236888203	0.00397045374235872	0.0154628491109691	0	0	0.000514266192009893	0	0	0	0.00719954439048966	5.04056351474103e-05	0	0	0	0	0.00255254278240228	0	0.000380004843899999	0	0.000979661120967803	0.001017719974452	0	0	4.20835093323034e-05	0.00518480732895398	0	0.00124131128804852	0	0	0.00533330765875383	0	0	0.0101570846778089	0.000135292229773485	0	0.00159237383389695	0.00200723534569735	0.000762567527207542	0	0	3.58093607233177e-05
S19	0	0.0003790881567616	0.00501833830897811	0	0.131311542601297	0.0149425283798384	0.00664932024255395	0.000172405507547621	0.138906225592025	9.78439846651668e-05	0.0142988445369914	0.000277890821755523	5.76104406965824e-05	0	0	0.000260263767709745	0	0	0.0020925149646231	0.000742442204932663	0.00345573491759765	0.00366507046058492	0	0	0.0265350274906935	0.0261106494026101	0	0	0.000497535034179457	0.0125917369149958	0	0.000476906764158644	6.4497556355238e-05	0.000194600064356134	0.000737248768437669	0	0.0588357069945536	0	0.026809052030349	0.000100362888551312	0	0	0.00349172960932169	0	0	0.000796024463020658	0	0.00751984260050902	0	0	0	0	0.00776508664487852	5.83842101366769e-05	0	0	0.00274342679658033	0.000299173080729848	0	0.00872686849034556	0.00101044790815878	0.000110350882395072	0	0	0	0	0.000926950439035589	0	0	0	0	0	0	0	0.000563978932097586	0	0	0.0220393103193986	0.00178962656037712	0	0	0	0	0	0	0.00275014992813118	0	0.0290196303774527	0.0134939222074736	0	0	0	0	0	0	0.00213444970012411	0	0	0	0
S20	0.00233086382234156	0	0.41489393708486	0.00250618428340269	0.0463677733827377	0.000899881180435624	0.00775871399928729	0.0324979309144478	0.0120501513497663	0.0104633634209913	0.0206366141925212	1.89988538536584e-05	4.10885388382351e-05	0.000499423277427066	0	0	0.0175983761990344	0.00119524786958193	0.00429877187833579	0.0878989805966556	0	4.16525683458782e-05	0	0	0.00607152360882615	0.000208178876974222	3.90052027784897e-06	0	0.000423344876222589	0	0	0.00895692765958704	0.00949564107853262	0.0128564563981491	0.00255896352891523	0	1.12143897240943e-05	0	0.00122425784028642	0.000164929393146192	0	0	0.0154885337074733	0.000528324823835664	0	0	0	0.0188044413502564	0.0132749747067662	0.00568897032096598	0	0.000956421320739146	0.00197295631603529	0.000217982708979002	0	0.0244668489076384	0.00949322255214543	0	0	6.63299290240206e-06	0.000234727922987315	0.0324556858549555	0	0	0.00092602718691146	0	0.0091752142703935	0.00300037501277659	0.00641530963659299	0.0511278901332275	0	0.0152095718509228	2.10859731372601e-05	0	0.00029423881056069	9.73721750036588e-06	0.00104460524049956	0	0.000211375824182065	0.000638808626622389	0.000527182491025593	0	0.00148834441715106	0	0.00824655811307966	0.00129203010334564	0	0.00346145597078294	0.00275480340969323	0	0	0	0	0	0.00303127249182855	0	0.000205956304102578	0	0	0.000442420074661219
