feature	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	T31	T32	T33	T34	T35	T36	T37	T38	T39	T40	T41	T42	T43	T44	T45	T46	T47	T48	T49	T50	T51	T52	T53	T54	T55	T56	T57	T58	T59	T60	T61	T62	T63	T64	T65	T66	T67	T68	T69	T70	T71	T72	T73	T74	T75	T76	T77	T78	T79	T80	T81	T82	T83	T84	T85	T86	T87	T88	T89	T90	T92	T93	T94	T95	T96	T97	T98	T99	T100
S11	0.0197853937978299	0.000237055176727995	0.0546377333108255	0.00609294824461555	0.0550508554982722	0.0642961433420798	0.0156159404486063	0.00121485868148532	0.214760143852986	3.96462466681205e-05	0.0136982341080518	2.70970562119802e-05	0.0711043580969797	0	0.00271166837633037	0	0	0.00279421321220373	0.0290860341070826	0.01093322468326	0.0076971801145414	0.0081064291203603	0	0	0.00418855295778633	0.00881585583524737	0.0215640945274819	0.0239185854897173	0.000281984230682354	0.00483012809008527	0	0.00477468333678251	0	0.016481959378643	0.00315356045007582	0	0.00241148063357385	0	0.00323376797212698	0.00442021902658196	0.0105093827430555	0	0.00710524034217114	0	0	0.00108353953748491	0	0.00112807252800411	0.00116207865896187	0.00181234170321919	0.00237124958427058	0	0	0.00284626744570028	0	0	0.00880070672632554	0	0.0229490384103793	0.00422505389008045	0.00028197389274197	6.99952006567185e-05	0	0.0805456000591266	0.0002689297070632	9.50024641558183e-05	0.000525897132789082	0	0.00361578264852214	0	0	4.67342677220448e-05	0	0	0.00400463617159549	0	0.000668401767059137	0.0112822376944948	0.00254376331929499	0.000912881709451125	0.000236740789972142	0.0122981947291377	7.91734285267935e-05	0	0	0.0167434616031074	0	0.00244071239018407	0.0102112113455259	0.000347012881469335	2.08829765327046e-06	0	0	0.00196874977539474	0	0	0	0	0.000860437992450707
S12	0	4.59214557739061e-05	0.0300091145321162	0.00360140750436505	2.13281330546603e-05	4.35526625005788e-05	0.107529475353074	0	0.323007451246183	0.00558882495908291	0.00124494485469011	2.12199226207607e-06	0.0252422596241344	0.000244246432930118	0	0	0.00622630202194208	1.10624905746221e-05	9.0526156779132e-05	0.00571009030570257	0.0014595282896271	0.0189646595559575	0	0.0464079827452958	0.00344525210160873	0.0180235260538845	0.0302821976503614	2.98973566456342e-06	0.0190940103874387	0.0353912401324001	0	0.12031758359152	0	2.08165162854966e-05	0	0	1.87419542461515e-05	0	0.00792360129391192	7.22292897383195e-06	0.000759995963454913	0	0	0	0	0.000159209668448958	0	0.0500472155820695	8.17059728440896e-05	0.0120019193415798	0.000151951604113056	0	0.00195505292523504	0.00108672976900249	0	0	0.00997283968543907	0	0	0	0.00360514318560226	0	0	0.000471345324915422	0.0125255420488189	0	0.00581739019498854	0	0.0121601684636684	0	0	0.00189231062315479	0	0.000390424017077601	0	0	0.000297732148000427	0	3.89004492498579e-06	0.00214951822910905	0.000138588026092891	0	0	0	0	0.00685265434012805	0	0.00159011006169862	0.00512741846507334	0	0	0.000153417341177017	0	0.00787196105150883	0	0	0	0.00387732495394348	0.000154838374630187
S13	0.000109162744505988	6.986023506271e-05	0.00018117021646346	0	0.000371758272474335	0.000180227520749646	0.0451904835459398	0.00016522720566885	0.22117791323702	9.20489981577256e-05	0.00018388649850493	0.000104941469219089	0.00098825759993103	0.00544021605954613	0	0.0187589123184627	0.0230882171523695	6.46591035179488e-06	0.0758043594470773	0	0	0.000144725234792118	0	0	0.0377341763310709	0.000131688343104741	0.0301561432199967	0.000208818291232056	2.82194243202132e-05	0	0	3.97557824610738e-05	0	0.130348534778644	0	0	1.98742511787804e-05	0	0.056451166100025	2.77954296187904e-05	0	4.05722058564593e-05	0.0237561585724304	0.00019267616959352	0	0.000539789705481054	0	4.02579100626859e-05	0	0.0130463850649311	0.00117921866797708	9.26535486299862e-05	1.98885867214875e-05	0.0992874932238948	0	0	0.000189290129593214	0	0	0.0338290533618907	1.81796991096018e-05	6.8397136401082e-05	0	0	0	3.54067638404426e-05	5.25886505367237e-05	0	0	0.00079484637736319	0	0.000134344542080241	0	0	4.87877545297414e-06	0	0.0180486555045045	0	0	0.00274821457157362	0.000485293251373952	5.07322578348003e-05	0.014575556408108	0	0	0	0	0	0.00611462720512479	0	0	0	0	0.0100585531871066	0	0.00301521102400759	0	0	0.00461143176338898
S14	0.0208270441333265	0.000208420012971572	0.149589273179508	0.033649298372392	7.80384599318095e-05	0.0114455248228314	0.010270693563768	3.629059709118e-05	0.0374881818909727	2.7197205780495e-05	0.0114354834023596	2.03710374876438e-05	0.00020945788665323	0.000639041831040797	0	0.00245425170889475	1.77938658778925e-05	0	0.0716844534840405	0	0	0.00465835208824046	0	0	0.0142756623960273	0.0215096508798694	0.0019139552437557	0.0195951341766687	0.0226053913810132	2.73196578995521e-05	0	0.0599353108003613	0	0.0676873843180368	0.00841037096109793	0.00121306173294915	6.640775104883e-06	0	0.00805640543024183	0.0177135888731553	0	0	0	1.41633264066306e-05	0	0	0.000125682479932393	8.72070752802624e-06	0.116921115244708	0.00266292004168613	0.00041959994612543	0.00765363103202557	0.0023685551529645	9.75953821403833e-05	0	0	0.0138608306101102	0	0.0247361768973179	0.00127557468536134	1.41351350861328e-05	0.0129025499265337	0	0	0.0196456616546522	1.77126315563375e-05	0.0793072896465283	0.000186990195847776	0.00607359761030111	0	0	0.000120880388887225	0	0	1.98592150848217e-05	0.000132408166000906	0.00118745106343853	0	5.49904304178982e-05	0.00373429280820812	0	1.78030584421388e-06	0.000428304829712502	0	0	0.00406836636114385	0	0	0.00141501491914689	0.00385519346929848	0	0.000211708745900137	0	0.0023825963374207	0.00312587675806572	0	0	0	0.000700980285915684
S15	0.000338662047009309	3.42318693963296e-05	0.0163694420873787	0.0636744904056041	0.000164880184944182	0.0732935038951159	0.14761125424124	0	0.0699687873698623	0.0244861451196172	0.00401574349910583	0.0154756146929133	1.55601964625874e-05	0.000127209259587447	8.09135191254929e-05	0.000255334529694887	0.0477860892497225	1.41521897982676e-05	0.0599243328744731	0.067583108455023	0.0176323269383651	0.00109836320769911	0	0	0.0186546204264827	0.00189075372922266	0.00387855537373254	0.0382530441524205	0.0154380888933127	0.017554680079206	0	0.0174646853892184	6.18161615068697e-05	0.0115121262847373	3.80646717535539e-05	0	0.00111954270766921	0.0253280304200054	0.00449952943276257	0.0067922656787423	0.0113981856603961	0	0.0265861311668837	0	0	5.3710208383751e-05	0	1.23816598651208e-05	0.00219462765240503	0.000691004802283005	1.70810915329765e-05	0.00169270205851911	0.00132023823145472	0.00139712361921576	0	0	0.0187393175083928	0	0	3.33379418814609e-06	0.00962517947620766	0.0363520002956321	0	0	0.017843332832594	0	0	0	0.00563254404088673	0	0	0.000630439628758219	0.000165206681300906	2.17386126044792e-05	0.00135532618950073	0	0	0	5.20708264059888e-05	0.000491855309756988	0.00010928325295842	0	0	0	0	0.00737844531528939	0	0.0121033627048372	0.000950952808891871	0	0.000756392033363214	0	0	0.00519981012075891	0.000560040470501135	0.000116725746730437	0	0	0.00103763219694057
S16	0.000720701052693628	4.67790951155075e-05	0.00299125616512215	0.0185548408465136	0.157469669483145	0.152301712738804	0.030074996240812	0	0.0108461037742869	0.0025501138404391	0.00837895302324975	0.123200250151664	0.00724533729611401	0	0	0	0.00889739080007799	0	2.76368568345435e-05	0	0	3.92708273956193e-06	0	0	0.0556743026459788	0.00864780546502141	0.00119754297581058	0.0212742752150961	0.0140861143139302	0.0229047212421932	0.0220605941403698	0.0281515134576407	7.65566011733162e-05	0.103045211263869	0.0106207800000689	0.00726213919114781	5.94409347773132e-06	0	0.00188030016986708	0.000112401190103206	0	0	0.0107564033404223	0	0	0.000101687130124405	0	0.00608377625268351	0	0.00832390412735938	0	0	0.012921971099147	0.000284688757764712	0	0	0.0148801072399973	0	0	0.00444697494671541	0.00552498379830715	0	0	0	0.00552980023420594	2.90039444677911e-05	1.21385932051917e-05	0	0.00913849852740482	0	0	0.00143057895765833	0	3.38316666419366e-05	0.00640661246087491	0	0.0185073108445723	0	0.0187495322911073	0.00644192648522712	0	0	0.000398273117525867	0	0	0.00905976025713313	0	0.00171278929582179	0.00109407843155634	0	0	4.85438694373531e-05	0	0.00406640183907711	0.00505628713167835	0.000309481043389891	0	0	0.000144392362052011
S17	0.00225501049910356	0.000149435108697023	0.00116301574877937	0.00842677725187107	0.00275850853755791	0.0108278886447716	0.00168762797276794	0.00130826950692792	0.0343950668009757	0.000494332162537973	0.0733171018602755	0.137685348700286	0.00222859581085952	0.000255725989988784	0	0.00839002543374634	0.000496932540137783	0.0331315041240162	0.0286259683028914	0	0.00218822013860002	0.0191368536859873	0	0.000476509539511916	0.150518050502667	0.000962808808783717	0.000502424447972934	5.07111855146896e-05	0.0185944655030189	0.00589718564445382	0	8.2483151539929e-06	0	0.0127849549721194	0.00452854547425813	0.000366935346445902	0.108248503016478	0	0.000661026317674785	1.0165297087676e-05	9.37100433162397e-05	0	0.000689577078884834	0	0	0.00113744793995778	0.0212407087325302	0.0116619809168772	0.0173390903227151	8.16067461292054e-05	0.00639316859936377	0.0215000686803693	0.000322204527803839	0.00098968821252015	0	0	0.000746031738005075	0.000445740206640062	0	3.44750695976928e-05	0.00275427399408097	0.04932210429424	0	0	0.000109991977579586	0.0827445720792464	6.55112281476449e-06	0	0.00718134216828261	0.000498042183603397	0	0.00025315264280656	0	0	0.000349746646874134	0	0.000116292233208223	0	0.00110916235441281	0	0	0.00596852285226461	5.57817847317081e-05	4.51983437756225e-05	0	0.000873127042977164	0	0.00420747944943321	0.00296718364421835	0	0.00295976871439523	4.56118121541591e-06	0	0.00328075371644365	0.00121921477490531	0	0	0	0.0105106699879635
S18	0.00870825202689761	0.000117475487551952	0.0307470467770999	0.0350516383043889	0.000105413039219428	0.0214246636596779	0.0440846469523765	0	0.0238654888930525	0	0.00375043723418342	0.00868644673277624	0.164300352028597	0.00114827783123111	4.20497618325039e-05	1.12868630356363e-05	0.0096370897462255	0	0.00619923545169774	0.00510854023010558	0.00973604781744803	0.0257520630119923	0	0.000118997006034769	0.0114930699145162	0.00290245330738228	0.00160846279909003	0.0367364897445701	0.00301779414306365	0.00742202998548871	0	0.00328026043413169	0	0.0419687769312228	0.00345789554673483	0	0	0	0.0224950180225893	4.9348317587036e-05	0	0	0.00117771102805982	0	0	0.00131192210785484	0	0.00274229188165503	0	0.00761488807089859	0	0	0.0073248103323138	0.000217114126489825	0	0	0.00814668409656041	0	0	0.00365048762620243	0.00488588285399607	0.0330220422745158	0.014264252115169	0	0.00330212698294478	0.00167182050423774	0.0575980500589278	2.26069692779345e-05	0.00150023691922452	7.81046913784907e-05	0	0.000410901372254337	0.000130983532589734	0	0.000281374379617154	0	0.00054372535723953	0.0165038566814466	0.0081407175652589	0.00165838373128048	4.02951358879856e-05	0	0.00181500374220502	0	0	0.0115315819884437	0	0	0.000623802105590665	0	0	0.0064616421264085	0	0.00460575967961999	0.00853056792985723	0.000609716374370785	0	0	0.000185844021950168
S19	0.0047963689659925	5.16575854335906e-05	0.00965420828925798	0.0135341938010423	0.000579512757662344	0.226598144663841	0.0463015858236204	0.0222674084055023	0.0680797175491503	0.0196255613168984	4.80566464709789e-05	9.28241087286895e-05	0.00130275957970755	0	0	0.000186246275107124	0.00852567042985538	0	0.0155306407816675	0	0.00114926582743121	0.0272912011764591	0	0.00372455855264783	0.0112806282462067	3.59894057628543e-05	0.0015450891764174	0.20714080682005	0.0380000999837961	0	0	0.0127487076564552	0	0.0218735545520611	0.00952903389454988	0	0	0	0.0134930014127941	0.0214606835234554	0	0	0.00292999494031112	0	0	0.00382340414115441	0	5.56114728898911e-05	0	0.00121882841868028	0	0.0133873660267684	0.000366568591162353	5.20295809209998e-05	0	0.0101025648009078	0.0122066262674701	0	0	0.00305454883219016	0.00834821094036064	0.0303361562463362	0	0	0.000723202002825877	0	0.0297354593159757	0	0.0208019012232634	0	0	0.000495719701324819	0	1.73313379888033e-05	0.00561771290479138	0	0.00136553750276494	0	3.36561829062437e-05	0.000364411605300424	0	0	0.00103301360441517	0	0	0.00825858647452482	0	0	0.000337933045178285	0	0	0.000847969043819505	0	0.000195369586450485	0.00260303536406146	0	0	0	0.000466756357424847
S20	0.00355820437754091	0.609289855040798	0.000664570205917278	0.0081182754868864	0.0771288768332807	0.0100382995004442	0.0213707849385591	0.0041818834888345	0.0126847193471678	0.00475509558737927	0.0131871297648439	0.00278316675843313	0.00232307797589646	0	0	0.000734058414898944	0.00179366074147683	0	0.00278672334529471	0.00230205503912834	0.00639907048663975	0.0022084959475155	0	0	0.0127429179129876	0.00315331566019853	0.000138751768287416	0.000402313299979748	0.00435466527581647	0.0120196607279786	0.014601246062183	0.00829060203458348	0	0.000229884662634347	0.00540552973235126	0	4.38770578510284e-05	0	0.00225203382775254	0.00346520501272901	0.0179477278007182	0	0.00133530320484109	1.82527863570471e-05	0	0.0018884078226851	0	2.20984582561329e-05	0	0.0047509710407009	0	0	0.00396410881194972	1.58977263025299e-05	0	0.0096303281999077	0.00538916575873825	0.000147330642345168	0.0375258883902045	0.00316405620417319	0.00150817786692679	0.000453849567531824	0	0.0012132180221739	0.00121022859258407	0.00126778584895892	0.00111160632357647	0	0.0026455314008945	0.000187940384069162	0	2.02707467171699e-05	0	0	0.00182956755377913	6.80356587811735e-05	0.000118929307542164	0	1.64640090546501e-05	0.000171144035761202	0	0.00273422535651051	6.29025552230996e-05	0.00151708145310227	0	0.0032393385005719	0	0.00140213684624218	0.00132143561465846	0	0.000111262766594628	0.000252254287917772	0	0.000146742426295965	0.000417033696493445	0	0	0	0.0010521272004641
